customer_id,month_beginning,total_visitors,total_events,total_impressions,total_leads,total_time_spent
1,2022-04-01,12341.0,121980.0,7056.0,52.0,2410663.0
1,2022-05-01,35323.0,319368.0,19907.0,94.0,7153492.0
1,2022-06-01,32952.0,189113.0,18119.0,115.0,5233232.0
1,2022-07-01,19239.0,43166.0,9708.0,83.0,2508090.0
1,2022-08-01,20485.0,47914.0,2413.0,53.0,2685754.0
1,2022-09-01,2057.0,3944.0,211.0,4.0,268506.0
