customer_id,week_beginning,total_visitors,total_events,total_impressions,total_leads,total_time_spent
1,2022-05-02,6539.0,60618.0,3703.0,13.0,"15 days, 10:40:25"
1,2022-05-09,8021.0,72568.0,4523.0,22.0,"17 days, 20:08:00"
1,2022-05-16,8320.0,76446.0,4927.0,24.0,"21 days, 6:58:51"
1,2022-05-23,8587.0,74965.0,4717.0,21.0,"20 days, 3:46:56"
